x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89616.6641271,43149.8429487,0,0,0,0,0,32.185
89616.1285691,43150.6952687,0,0,0,0,0,28.661
89615.6203896,43151.5485169,0,0,0,0,0,24.206
89615.1368479,43152.4235649,0,0,0,0,0,21.281
89614.6884622,43153.3223426,0,0,0,0,0,19.175
89614.2929863,43154.2287994,0,0,0,0,0,17.759
89613.9504598,43155.1620243,0,0,0,0,0,16.822
89613.6671474,43156.1301694,0,0,0,0,0,16.264
89613.453789,43157.1224529,0,0,0,0,0,15.401
89613.3226394,43158.1274863,0,0,0,0,0,13.893
89613.2927971,43159.1196381,0,0,0,0,0,12.125
89613.3972861,43160.1500685,0,0,0,0,0,12.068
89613.641776,43161.1708947,0,0,0,0,0,14.808
89613.9361505,43162.0553822,0,0,0,0,0,26.724
89614.293155,43162.9864577,0,0,0,0,0,9.682
89614.7945207,43163.7970393,0,0,0,0,0,7.910
89615.5246963,43164.4732701,0,0,0,0,0,10.661
89616.393994,43165.0217014,0,0,0,0,0,9.117
89617.330874,43165.329762,0,0,0,0,0,8.005
89618.3041665,43165.3971185,0,0,0,0,0,18.059
89619.1986251,43165.4517076,0,0,0,0,0,14.636
89620.2093588,43165.4354055,0,0,0,0,0,10.295
89621.2507828,43165.230422,0,0,0,0,0,11.277
89622.1654536,43164.8968469,0,0,0,0,0,13.924
89623.0939418,43164.4481326,0,0,0,0,0,15.393
89623.9795738,43163.923848,0,0,0,0,0,15.122
89624.8274072,43163.3169576,0,0,0,0,0,14.274
89625.5780714,43162.6644622,0,0,0,0,0,14.092
89626.2469967,43161.9635306,0,0,0,0,0,14.617
89626.8653633,43161.1917069,0,0,0,0,0,15.652
89627.428616,43160.3652705,0,0,0,0,0,16.768
89627.9346137,43159.5026944,0,0,0,0,0,17.937
89628.3888645,43158.6113396,0,0,0,0,0,19.148
89628.7957562,43157.6991472,0,0,0,0,0,20.771
89629.1618638,43156.770804,0,0,0,0,0,23.058
89629.4944943,43155.8302656,0,0,0,0,0,25.819
89629.8004742,43154.8797666,0,0,0,0,0,29.141
89630.0856695,43153.9207913,0,0,0,0,0,34.050
89630.3550221,43152.9575705,0,0,0,0,0,43.077
89630.6142313,43151.9926947,0,0,0,0,0,60.000
89630.8698701,43151.0264437,0,0,0,0,0,60.000
89631.1281612,43150.0603463,0,0,0,0,0,46.364
89631.3950206,43149.0963667,0,0,0,0,0,35.836
89631.6758218,43148.1374393,0,0,0,0,0,30.196
89631.9762407,43147.1854787,0,0,0,0,0,26.374
89632.3027866,43146.2415157,0,0,0,0,0,23.403
89632.6617408,43145.309633,0,0,0,0,0,21.308
89633.0600586,43144.3918621,0,0,0,0,0,19.779
89633.5032748,43143.4931656,0,0,0,0,0,18.441
89633.9952524,43142.6222781,0,0,0,0,0,17.164
89634.5384258,43141.7907153,0,0,0,0,0,15.896
89635.1320994,43141.0155354,0,0,0,0,0,14.415
89635.8019193,43140.2861656,0,0,0,0,0,13.830
89636.56927,43139.6015675,0,0,0,0,0,13.976
89637.393916,43139.0005938,0,0,0,0,0,14.430
89638.276386,43138.4779639,0,0,0,0,0,13.435
89639.1709793,43138.0709955,0,0,0,0,0,11.339
89640.1863209,43137.7848214,0,0,0,0,0,10.702
89641.2012972,43137.6759417,0,0,0,0,0,13.360
89642.0995428,43137.6691099,0,0,0,0,0,60.000
89643.0962504,43137.7189488,0,0,0,0,0,7.937
89644.0211831,43138.018203,0,0,0,0,0,8.513
89644.8678249,43138.5702412,0,0,0,0,0,10.810
89645.5981562,43139.2562871,0,0,0,0,0,8.850
89646.1206292,43140.0548802,0,0,0,0,0,8.151
89646.4503289,43141.0382159,0,0,0,0,0,16.000
89646.6450962,43141.9161925,0,0,0,0,0,15.037
89646.7840897,43142.9290479,0,0,0,0,0,13.581
89646.8130512,43144.0040718,0,0,0,0,0,12.248
89646.7165951,43144.994697,0,0,0,0,0,13.704
89646.517937,43145.9802783,0,0,0,0,0,15.103
89646.2389302,43146.9398388,0,0,0,0,0,16.272
89645.8844969,43147.8931499,0,0,0,0,0,17.005
89645.4748821,43148.805448,0,0,0,0,0,18.207
89645.021538,43149.678932,0,0,0,0,0,20.173
89644.521848,43150.5418529,0,0,0,0,0,23.275
89643.9914203,43151.3882572,0,0,0,0,0,28.918
89643.4429634,43152.2209105,0,0,0,0,0,43.666
89642.8852191,43153.048363,0,0,0,0,0,60.000
89642.3229017,43153.8743382,0,0,0,0,0,60.000
89641.7586848,43154.7000927,0,0,0,0,0,60.000
89641.1958016,43155.5257225,0,0,0,0,0,60.000
89640.6348647,43156.3525876,0,0,0,0,0,60.000
89640.0760069,43157.1814283,0,0,0,0,0,60.000
89639.5203264,43158.0115421,0,0,0,0,0,60.000
89638.9677893,43158.8439746,0,0,0,0,0,60.000
89638.4186024,43159.6794632,0,0,0,0,0,60.000
89637.8740905,43160.5168549,0,0,0,0,0,60.000
89637.3332583,43161.356836,0,0,0,0,0,60.000
89636.7948935,43162.1995078,0,0,0,0,0,60.000
89636.2590726,43163.042304,0,0,0,0,0,60.000
89635.7209117,43163.8837624,0,0,0,0,0,44.186
89635.1738649,43164.7210638,0,0,0,0,0,33.699
89634.6139153,43165.5474695,0,0,0,0,0,27.670
89634.0336486,43166.3597688,0,0,0,0,0,23.845
89633.4251683,43167.1540997,0,0,0,0,0,21.312
89632.7889258,43167.9166886,0,0,0,0,0,19.578
89632.116231,43168.6468519,0,0,0,0,0,18.390
89631.3954036,43169.3462829,0,0,0,0,0,17.595
89630.6219102,43170.009604,0,0,0,0,0,18.753
89629.810853,43170.6308707,0,0,0,0,0,21.642
89628.9961716,43171.2031177,0,0,0,0,0,24.759
89628.1749372,43171.7430754,0,0,0,0,0,30.898
89627.3365788,43172.2723563,0,0,0,0,0,60.000
89626.5044771,43172.8012499,0,0,0,0,0,27.054
89625.6922201,43173.3455221,0,0,0,0,0,23.437
89624.8850393,43173.9274005,0,0,0,0,0,21.428
89624.0820376,43174.5592608,0,0,0,0,0,19.157
89623.2967336,43175.2485944,0,0,0,0,0,17.545
89622.5672944,43175.9776313,0,0,0,0,0,15.766
89621.9383758,43176.7118538,0,0,0,0,0,13.271
89621.3590781,43177.5630466,0,0,0,0,0,10.975
89620.9390292,43178.458871,0,0,0,0,0,9.651
89620.7125096,43179.3669466,0,0,0,0,0,9.443
89620.6645577,43180.3467261,0,0,0,0,0,12.150
89620.742509,43181.3344996,0,0,0,0,0,14.527
89620.9094986,43182.2925053,0,0,0,0,0,11.507
89621.2380089,43183.2936,0,0,0,0,0,10.445
89621.6846143,43184.1479016,0,0,0,0,0,11.789
89622.2703953,43184.9711011,0,0,0,0,0,12.414
89622.9619087,43185.720623,0,0,0,0,0,12.189
89623.7156643,43186.3522309,0,0,0,0,0,11.857
89624.5576738,43186.8851471,0,0,0,0,0,11.911
89625.4896859,43187.3121135,0,0,0,0,0,12.525
89626.4794077,43187.6223268,0,0,0,0,0,12.831
89627.469305,43187.8055792,0,0,0,0,0,11.494
89628.4516006,43187.8397731,0,0,0,0,0,9.627
89629.4803264,43187.6745094,0,0,0,0,0,12.193
89630.3618311,43187.4219175,0,0,0,0,0,16.808
89631.2563649,43187.166,0,0,0,0,0,13.507
89632.2415494,43186.7824161,0,0,0,0,0,11.891
89633.0331644,43186.3573376,0,0,0,0,0,17.197
89633.8884839,43185.8256629,0,0,0,0,0,23.171
89634.7874218,43185.2185614,0,0,0,0,0,29.852
89635.6509683,43184.6074283,0,0,0,0,0,60.000
89636.4908447,43184.0125281,0,0,0,0,0,27.554
89637.2975851,43183.4715989,0,0,0,0,0,17.298
89638.1861324,43182.9563475,0,0,0,0,0,14.630
89639.102931,43182.5263596,0,0,0,0,0,18.592
89639.9492628,43182.1806005,0,0,0,0,0,59.216
89640.8571729,43181.8333683,0,0,0,0,0,12.402
89641.843605,43181.5831576,0,0,0,0,0,10.468
89642.7753444,43181.5001447,0,0,0,0,0,11.941
89643.7862642,43181.5437747,0,0,0,0,0,12.485
89644.8235744,43181.7223138,0,0,0,0,0,12.560
89645.7706119,43182.0047182,0,0,0,0,0,14.534
89646.7043524,43182.3776514,0,0,0,0,0,16.886
89647.6147707,43182.8146827,0,0,0,0,0,19.928
89648.5082377,43183.2973057,0,0,0,0,0,27.950
89649.3752353,43183.7933888,0,0,0,0,0,60.000
89650.2272535,43184.2796843,0,0,0,0,0,26.348
89651.0975487,43184.7487106,0,0,0,0,0,23.302
89651.9869283,43185.1892984,0,0,0,0,0,22.116
89652.9122928,43185.6040187,0,0,0,0,0,21.363
89653.8413479,43185.9719941,0,0,0,0,0,17.305
89654.8014685,43186.2824666,0,0,0,0,0,14.352
89655.7738536,43186.4991481,0,0,0,0,0,12.035
89656.8790981,43186.6027708,0,0,0,0,0,13.703
89657.8665422,43186.5883308,0,0,0,0,0,14.907
89658.8247684,43186.4899352,0,0,0,0,0,9.811
89659.7154309,43186.2166789,0,0,0,0,0,8.306
89660.4711811,43185.7466637,0,0,0,0,0,8.763
89661.229204,43184.9684713,0,0,0,0,0,8.983
89661.7533308,43184.0890531,0,0,0,0,0,11.083
89662.1225443,43183.1353157,0,0,0,0,0,9.909
89662.2793203,43182.1108913,0,0,0,0,0,7.709
89662.152886,43181.1680855,0,0,0,0,0,22.330
89661.9482869,43180.3158707,0,0,0,0,0,7.682
89661.4653534,43179.3900751,0,0,0,0,0,9.948
89660.8922266,43178.6936821,0,0,0,0,0,12.784
89660.1328189,43177.9646733,0,0,0,0,0,13.274
89659.2618755,43177.3067889,0,0,0,0,0,12.978
89658.3746878,43176.7875938,0,0,0,0,0,14.277
89657.4635836,43176.3656179,0,0,0,0,0,14.987
89656.5553625,43176.0347053,0,0,0,0,0,15.278
89655.5611342,43175.7525238,0,0,0,0,0,44.580
89654.6230999,43175.4948734,0,0,0,0,0,14.555
89653.7321084,43175.1697864,0,0,0,0,0,12.931
89652.8632671,43174.7442985,0,0,0,0,0,16.942
89651.9667261,43174.2288975,0,0,0,0,0,26.007
89651.1116618,43173.7008483,0,0,0,0,0,28.104
89650.2753779,43173.1558109,0,0,0,0,0,23.618
89649.4441153,43172.572155,0,0,0,0,0,20.191
89648.6146967,43171.9272647,0,0,0,0,0,17.309
89648.02649525998,43171.141428236,0,0,0,0,0,14.113
89647.42932322799,43170.374640164,0,0,0,0,0,10.584
89646.95604207201,43169.551080548,0,0,0,0,0,8.480
89646.608442704,43168.68710513601,0,0,0,0,0,12.118
89646.54291243541,43167.79763768819,0,0,0,0,0,15.706
89646.67377265605,43166.90262126822,0,0,0,0,0,8.969
89646.9959091025,43166.02433627401,0,0,0,0,0,9.570
89647.49731762665,43165.19018597373,0,0,0,0,0,11.968
89648.105082101,43164.419669386356,0,0,0,0,0,13.077
89648.66596924455,43163.71309800578,0,0,0,0,0,12.953
89649.25133988658,43163.07377219909,0,0,0,0,0,13.300
89649.84877763587,43162.50325495431,0,0,0,0,0,13.935
89650.40041799338,43161.93252308667,0,0,0,0,0,14.333
89651.05612611861,43161.494203445065,0,0,0,0,0,13.425
89651.75410442757,43161.12937321131,0,0,0,0,0,12.777
89652.48947617917,43160.841944108666,0,0,0,0,0,12.477
89653.27791724898,43160.718310358716,0,0,0,0,0,13.089
89654.05746985119,43160.596255223594,0,0,0,0,0,13.636
89654.84772445397,43160.558676578665,0,0,0,0,0,14.093
89655.68228251995,43160.57199553624,0,0,0,0,0,14.652
89656.5540173034,43160.64153539504,0,0,0,0,0,14.036
89657.45503898876,43160.77257681972,0,0,0,0,0,11.942
89658.43261800504,43160.91289332457,0,0,0,0,0,9.353
89659.38731277842,43161.160547067775,0,0,0,0,0,11.029
89660.26331551485,43161.545482544476,0,0,0,0,0,11.476
89661.058730199,43162.060966204546,0,0,0,0,0,9.560
89661.77496846,43162.699258388,0,0,0,0,0,10.460
89662.35997868,43163.496174032,0,0,0,0,0,22.717
89662.93306352,43164.31856432,0,0,0,0,0,30.915
89663.46481362001,43165.20525828,0,0,0,0,0,18.334
89664.0323999,43166.1817125,0,0,0,0,0,25.208
89664.5930346,43167.0019009,0,0,0,0,0,59.924
89665.0892539,43167.743261,0,0,0,0,0,23.187
89665.6794771,43168.4285015,0,0,0,0,0,7.203
89666.4952164,43168.9325124,0,0,0,0,0,14.323
89667.4451813,43169.3860522,0,0,0,0,0,14.282
89668.4221917,43169.7321218,0,0,0,0,0,9.656
89669.4742702,43169.8836559,0,0,0,0,0,9.906
89670.4132016,43169.8535105,0,0,0,0,0,18.639
89671.3074422,43169.8273288,0,0,0,0,0,14.521
89672.297961,43169.7197806,0,0,0,0,0,9.896
89673.3137735,43169.4077523,0,0,0,0,0,11.188
89674.1945943,43168.9739649,0,0,0,0,0,14.261
89675.0761068,43168.4278801,0,0,0,0,0,15.879
89675.8933312,43167.8270599,0,0,0,0,0,15.202
89676.6900516,43167.1256114,0,0,0,0,0,13.198
89677.3522581,43166.3993404,0,0,0,0,0,12.660
89677.91051,43165.6287274,0,0,0,0,0,13.786
89678.3883096,43164.8095685,0,0,0,0,0,13.723
89678.8016876,43163.9098677,0,0,0,0,0,13.958
89679.143492,43162.9174763,0,0,0,0,0,14.590
89679.3843854,43161.9386154,0,0,0,0,0,16.084
89679.5526585,43160.9313629,0,0,0,0,0,16.282
89679.6442848,43159.9387217,0,0,0,0,0,14.988
89679.6493579,43158.8963952,0,0,0,0,0,14.540
89679.5612343,43157.8712917,0,0,0,0,0,18.311
89679.4317894,43156.9525447,0,0,0,0,0,54.223
89679.2896591,43155.9844853,0,0,0,0,0,20.035
89679.1025075,43155.0213256,0,0,0,0,0,12.548
89678.8128556,43154.0949256,0,0,0,0,0,12.463
89678.4077392,43153.1971108,0,0,0,0,0,12.455
89677.8625901,43152.3066752,0,0,0,0,0,11.853
89677.2326988,43151.5351436,0,0,0,0,0,12.201
89676.5068695,43150.8479136,0,0,0,0,0,12.496
89675.6938943,43150.2486462,0,0,0,0,0,12.461
89674.7977191,43149.7439294,0,0,0,0,0,13.397
89673.8673895,43149.3462587,0,0,0,0,0,14.112
89672.9497649,43149.0535979,0,0,0,0,0,14.053
89671.9284437,43148.8283816,0,0,0,0,0,17.941
89670.9626841,43148.6735232,0,0,0,0,0,42.536
89670.0377614,43148.5171052,0,0,0,0,0,22.387
89669.093968,43148.3256582,0,0,0,0,0,60.000
89668.0586486,43148.1135251,0,0,0,0,0,32.587
89667.1407566,43147.9384726,0,0,0,0,0,60.000
89666.1452352,43147.7529786,0,0,0,0,0,60.000
89665.1102944,43147.5551767,0,0,0,0,0,39.578
89664.0866058,43147.34382,0,0,0,0,0,23.170
89663.0978133,43147.1012648,0,0,0,0,0,16.751
89662.1765462,43146.8075714,0,0,0,0,0,12.770
89661.2329204,43146.3810352,0,0,0,0,0,11.912
89660.3765732,43145.8440534,0,0,0,0,0,12.918
89659.6510735,43145.2695939,0,0,0,0,0,14.849
89658.945642,43144.5898161,0,0,0,0,0,11.319
89658.3267667,43143.799859,0,0,0,0,0,12.234
89657.8405899,43142.9888644,0,0,0,0,0,13.799
89657.4104357,43142.077067,0,0,0,0,0,13.882
89657.0610834,43141.0825683,0,0,0,0,0,13.218
89656.8334039,43140.1214696,0,0,0,0,0,15.202
89656.6831268,43139.1312809,0,0,0,0,0,17.957
89656.5912347,43138.1260265,0,0,0,0,0,22.181
89656.5400749,43137.1273605,0,0,0,0,0,27.070
89656.5148293,43136.1282373,0,0,0,0,0,37.934
89656.5027766,43135.1297233,0,0,0,0,0,60.000
89656.4912036,43134.1224646,0,0,0,0,0,40.823
89656.4681897,43133.1210141,0,0,0,0,0,28.263
89656.4219096,43132.1313888,0,0,0,0,0,22.573
89656.3358833,43131.1106507,0,0,0,0,0,19.626
89656.2013599,43130.115631,0,0,0,0,0,17.122
89656.0105557,43129.1674233,0,0,0,0,0,14.863
